ADDRESS.ID,ADDRESS.Bezeichnung,ADDRESS.Lat,ADDRESS.Lon,SERVICE.ID,ADDRESS.Kfz-Parkplätze für Behinderte,ADDRESS.Hilfen für Gehbehinderte,ADDRESS.Hilfen für Sehbehinderte,ADDRESS.Hilfen für gehörlose und schwerhörige Menschen,SERVICE.Bezeichnung,SERVICE.Anzeigename,SERVICE.Beschreibung,Besondere Angebote,Altersgruppe,Weitere Informationen,Inklusives Spielangebot,Sonstige Angebote
1058607,"Spielplatz ""Weißenseestr., Freizeitpark West""",48.10766734576411,11.585903219179821,1058608,Nein,Nein,Nein,Nein,"Spielplatz ""Weißenseestr., Freizeitpark West""",,,Wasserspiel,Kleinkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058609,"Spielplatz ""Weißenseestr., Freizeitpark Mitte""",48.10792296632038,11.586962006176032,1058610,Nein,Nein,Nein,Nein,"Spielplatz ""Weißenseestr., Freizeitpark Mitte""",,,"Bolzplatz
Tischtennis
Streetball
Rodelhügel
Sommerstockbahn",Erwachsene,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058611,"Spielplatz ""Weißenseestr., Freizeitpark Ost""",48.10717167803401,11.588122835571863,1058612,Nein,Nein,Nein,Nein,"Spielplatz ""Weißenseestr., Freizeitpark Ost""",,,,Jugendliche,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058613,"Spielplatz ""Untersbergstr., gegenüber Nr. 75, ""Katzenbuckel""",48.1070554014514,11.583303077048438,1058614,Nein,Nein,Nein,Nein,"Spielplatz ""Untersbergstr., gegenüber Nr. 75, ""Katzenbuckel""",,,"Dirtbike
Bolzplatz
Tischtennis
Fitness Parcours
Boulebahn
Rodelhügel","Schulkinder
Erwachsene",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058615,"Spielplatz ""Hohenschwangauplatz, Scharfreiterplatz""",48.10356732602448,11.593750724214818,1058616,Nein,Nein,Nein,Nein,"Spielplatz ""Hohenschwangauplatz, Scharfreiterplatz""",,,"Wasserspiel
Tischtennis","Kleinkinder
Schulkinder
Jugendliche
Erwachsene",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058617,"Spielplatz ""Paulsdorfferstr., ggü. Nr. 97""",48.105737205357634,11.60217970575348,1058618,Nein,Nein,Nein,Nein,"Spielplatz ""Paulsdorfferstr., ggü. Nr. 97""",,,Tischtennis,,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058619,"Spielplatz ""Loehleplatz""",48.11715975738789,11.612997418094704,1058620,Nein,Nein,Nein,Nein,"Spielplatz ""Loehleplatz""",,,Tischtennis,,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058621,"Spielplatz ""ehem. Gartenschaugelände, Wilramstr. - Hohenaschauerstr.""",48.11483931608561,11.607642767948844,1058622,Nein,Nein,Nein,Nein,"Spielplatz ""ehem. Gartenschaugelände, Wilramstr. - Hohenaschauerstr.""",,,"Bolzplatz
Streetball",,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058623,"Spielplatz ""ehem. Gartenschaugelände, Ecke Wilramstr. - Rosenheimer Str.""",48.11515142890319,11.612166373012505,1058624,Nein,Nein,Nein,Nein,"Spielplatz ""ehem. Gartenschaugelände, Ecke Wilramstr. - Rosenheimer Str.""",,,Tischtennis,"Kleinkinder
Jugendliche",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058625,"Spielplatz ""Kirchseeoner Str., Ecke Aribonenstraße""",48.11535924063739,11.615132897713888,1058626,Nein,Nein,Nein,Nein,"Spielplatz ""Kirchseeoner Str., Ecke Aribonenstraße""",,,,"Kleinkinder
Schulkinder",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058627,"Spielplatz ""Normannenplatz, südl. Muspelheimstraße""",48.15526034662528,11.61978123346125,1058628,Nein,Nein,Nein,Nein,"Spielplatz ""Normannenplatz, südl. Muspelheimstraße""",,,,Kleinkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058629,"Spielplatz ""Redlingerplatz""",48.11620188802302,11.627979576654301,1058630,Nein,Nein,Nein,Nein,"Spielplatz ""Redlingerplatz""",,,Tischtennis,"Kleinkinder
Schulkinder",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058631,"Spielplatz ""Thierseestr., ggü. Nr.27, Wendehammer Süd""",48.11248015824905,11.620190426157283,1058632,Nein,Nein,Nein,Nein,"Spielplatz ""Thierseestr., ggü. Nr.27, Wendehammer Süd""",,,"Bolzplatz
Tischtennis",Kleinkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058633,"Spielplatz ""Sonnenhof, über Bernauer Str.""",48.11267145165578,11.610157142527356,1058634,Nein,Nein,Nein,Nein,"Spielplatz ""Sonnenhof, über Bernauer Str.""",,,,Kleinkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058635,"Spielplatz ""Kagerstr., ggü. Nr. 2""",48.11032661575535,11.605595579570123,1058636,Nein,Nein,Nein,Nein,"Spielplatz ""Kagerstr., ggü. Nr. 2""",,,Rodelhügel,Kleinkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058637,"Spielplatz ""Chiemgaustr., Ecke Hohenaschauerstr.""",48.110172889429364,11.610632592764103,1058638,Nein,Nein,Nein,Nein,"Spielplatz ""Chiemgaustr., Ecke Hohenaschauerstr.""",,,,,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058639,"Spielplatz ""Langbürgenerstr., BAB""",48.11055143057771,11.613543831072462,1058640,Nein,Nein,Nein,Nein,"Spielplatz ""Langbürgenerstr., BAB""",,,"Bolzplatz
Tischtennis
Streetball
Rodelhügel","Schulkinder
Jugendliche",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058641,"Spielplatz ""Görzerstr., ggü. Nr. 74 """,48.1059672851482,11.608958976168172,1058642,Nein,Nein,Nein,Nein,"Spielplatz ""Görzerstr., ggü. Nr. 74 """,,,Rodelhügel,,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058643,"Spielplatz ""Adam-Berg-Str., neben Nr. 210""",48.10669933987199,11.623522808795219,1058644,Nein,Nein,Nein,Nein,"Spielplatz ""Adam-Berg-Str., neben Nr. 210""",,,Bolzplatz,Kleinkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058645,"Spielplatz ""Am Graben, ggü. Nr. 23""",48.10973296658613,11.629946505909777,1058646,Nein,Nein,Nein,Nein,"Spielplatz ""Am Graben, ggü. Nr. 23""",,,Tischtennis,Jugendliche,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,Tischtennis
1058647,"Spielplatz ""Ostpark West, südl. Michaelibad""",48.11520532556966,11.63412436502066,1058648,Nein,Nein,Nein,Nein,"Spielplatz ""Ostpark West, südl. Michaelibad""",,,"Bolzplatz
Tischtennis
Streetball
Skateanlage",Schulkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,Hockeyplatz
1058649,"Spielplatz ""Ostpark Mitte, Feichtstr.""",48.113501452105254,11.638514544313837,1058650,Nein,Nein,Nein,Nein,"Spielplatz ""Ostpark Mitte, Feichtstr.""",,,"Klettern
Wasserspiel",Schulkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058651,"Spielplatz ""Ostpark, östl. Gaststätte, Rodelhügel""",48.11549076495035,11.639078116912552,1058652,Nein,Nein,Nein,Nein,"Spielplatz ""Ostpark, östl. Gaststätte, Rodelhügel""",,,Rodelhügel,Schulkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058653,"Spielplatz ""Ostpark Theatron""",48.1124782674188,11.642053666471982,1058654,Nein,Nein,Nein,Nein,"Spielplatz ""Ostpark Theatron""",,,"Bolzplatz
Tischtennis
Sommerstockbahn","Jugendliche
Erwachsene",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058655,"Spielplatz ""Ostpark Ost""",48.110993959659794,11.644830353617694,1058656,Nein,Nein,Nein,Nein,"Spielplatz ""Ostpark Ost""",,,,,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058657,"Spielplatz ""Wildalpjochstraße""",48.11619117294193,11.644512558770117,1058658,Nein,Nein,Nein,Nein,"Spielplatz ""Wildalpjochstraße""",,,,Kleinkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058659,"Spielplatz ""Achenseeplatz, im östlichen Teil""",48.11586044635176,11.651055430743487,1058660,Nein,Nein,Nein,Nein,"Spielplatz ""Achenseeplatz, im östlichen Teil""",,,,,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058661,"Spielplatz ""Unnützstraße, Ecke Bajuwarenstr.""",48.11600029900013,11.65269299607531,1058662,Nein,Nein,Nein,Nein,"Spielplatz ""Unnützstraße, Ecke Bajuwarenstr.""",,,Bolzplatz,"Kleinkinder
Jugendliche",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058663,"Spielplatz ""Feldbergstr., nördlich Haus-Nr. 49""",48.11409366305001,11.66481960699229,1058664,Nein,Nein,Nein,Nein,"Spielplatz ""Feldbergstr., nördlich Haus-Nr. 49""",,,"Bolzplatz
Streetball
Klettern","Kleinkinder
Schulkinder",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058665,"Spielplatz ""Corinthstr., südlich Gedenkkapelle""",48.11148741402747,11.650319518192713,1058666,Nein,Nein,Nein,Nein,"Spielplatz ""Corinthstr., südlich Gedenkkapelle""",,,Streetball,"Kleinkinder
Schulkinder",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058667,"Spielplatz ""Karl-Marx-Ring, südlich Haus-Nr. 49""",48.1092764073525,11.6567533915544,1058668,Nein,Nein,Nein,Nein,"Spielplatz ""Karl-Marx-Ring, südlich Haus-Nr. 49""",,,"Bolzplatz
Tischtennis
Streetball
Skateanlage",Schulkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058669,"Spielplatz ""Hugo-Lang-Bogen, Höhe Kneippstraße""",48.10614686199304,11.66289728960271,1058670,Nein,Nein,Nein,Nein,"Spielplatz ""Hugo-Lang-Bogen, Höhe Kneippstraße""",,,,"Kleinkinder
Schulkinder",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058671,"Spielplatz ""Friedenspromenade, Ecke Solalindenstraße""",48.11476277573704,11.678701975727547,1058672,Nein,Nein,Nein,Nein,"Spielplatz ""Friedenspromenade, Ecke Solalindenstraße""",,,,"Kleinkinder
Schulkinder",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058673,"Spielplatz ""Friedenspromenade, Ecke Florastraße""",48.11739098429127,11.682714852898464,1058674,Nein,Nein,Nein,Nein,"Spielplatz ""Friedenspromenade, Ecke Florastraße""",,,,"Kleinkinder
Schulkinder",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058675,"Spielplatz ""Adlerstr., Ecke Rotkehlchenweg""",48.116343726491536,11.70138968113495,1058676,Nein,Nein,Nein,Nein,"Spielplatz ""Adlerstr., Ecke Rotkehlchenweg""",,,,,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058677,"Spielplatz ""Wasserburger Landstr., ggü. Nr. 203, westlich Häherweg""",48.11428780937551,11.69930649459059,1058678,Nein,Nein,Nein,Nein,"Spielplatz ""Wasserburger Landstr., ggü. Nr. 203, westlich Häherweg""",,,"Tischtennis
Streetball",Jugendliche,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058679,"Spielplatz ""Am Hochstand, ggü. Hausnummer 30""",48.11122584209016,11.697699392271982,1058680,Nein,Nein,Nein,Nein,"Spielplatz ""Am Hochstand, ggü. Haus-Nr. 30""",,,,,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058681,"Spielplatz ""Graf-Spee-Platz""",48.10892806189484,11.699431696606984,1058682,Nein,Nein,Nein,Nein,"Spielplatz ""Graf-Spee-Platz""",,,Rodelhügel,Kleinkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058683,"Spielplatz ""In der Heuluss, Ecke Tsingtauer Str,""",48.105851418875716,11.702551411096167,1058684,Nein,Nein,Nein,Nein,"Spielplatz ""In der Heuluss, Ecke Tsingtauer Str,""",,,Rodelhügel,"Kleinkinder
Schulkinder",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058685,"Spielplatz ""In der Heuluss, im südlichen Teil""",48.103221396588715,11.704513479307536,1058686,Nein,Nein,Nein,Nein,"Spielplatz ""In der Heuluss, im südlichen Teil""",,,"Bolzplatz
Streetball",,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058687,"Spielplatz ""Kurt-Eisner-Str., ggü. Haus-Nr. 27, Brittingweg""",48.10330047871955,11.65531612516656,1058688,Nein,Nein,Nein,Nein,"Spielplatz ""Kurt-Eisner-Str., ggü. Haus-Nr. 27, Brittingweg""",,,,,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058689,"Spielplatz ""Adenauerring, Quiddestr.""",48.10279469648379,11.637058814106709,1058690,Nein,Nein,Nein,Nein,"Spielplatz ""Adenauerring, Quiddestr.""",,,"Bolzplatz
Tischtennis
Streetball","Kleinkinder
Schulkinder",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,Tischtennis
1058691,"Spielplatz ""Dellauer Weg, ggü. Nr. 81""",48.10544913305393,11.618026578768324,1058692,Nein,Nein,Nein,Nein,"Spielplatz ""Dellauer Weg, ggü. Nr. 81""",,,,Kleinkinder,https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058693,"Spielplatz ""Freizeitanlage Ständlerstraße Süd, östl. Görzerstraße 78, Ecke Freizeitpark Görzerstraße""",48.10493884749781,11.610672062176603,1058694,Nein,Nein,Nein,Nein,"Spielplatz ""Freizeitanlage Ständlerstr. Süd, östl. Görzerstr. 78 / Freizeitpark Görzerstr.""",,,"Bolzplatz
Tischtennis
Streetball
Rodelhügel
Sommerstockbahn","Kleinkinder
Schulkinder
Erwachsene",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058695,"Spielplatz ""Theodor-Heuss-Platz""",48.10189101908298,11.641415428561327,1058696,Nein,Nein,Nein,Nein,"Spielplatz ""Theodor-Heuss-Platz""",,,"Tischtennis
Wasserspiel","Kleinkinder
Schulkinder
Jugendliche",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,
1058697,"Spielplatz ""Annette-Kolb-Anger, westl.""",48.101183043316986,11.656995147598728,1058698,Nein,Nein,Nein,Nein,"Spielplatz ""Annette-Kolb-Anger, westl.""",,,"Bolzplatz
Tischtennis
Streetball
Skateanlage","Kleinkinder
Schulkinder
Jugendliche",https://stadt.muenchen.de/service/info/10139261/n0/ Defekte Spielgeräte oder Verunreinigungen auf öffentlichen Spielplätzen,,"Spielzentrum, Tischtennis"
